ISIN | Currency | Total Buy Count | Total Sell Count | Total Buy Quantity | Total Sell Quantity | Weighted Average Buy Price | Weighted Average Sell Price | Max Buy Price | Min Sell Price
LU1650492173	GBX	34	33	146200	141900	116931764.70588236	117588484.84848484	117760000	0
IE00B4QNK008	GBX	32	34	390400	414800	41430937.5	41480147.058823526	41820000	0
FR0010446146	EUR	34	33	1105000	1072500	963902.9411764706	966630.303030303	969800	0
LU0378438732	EUR	13	17	897	1173	12718461.538461538	13084352.94117647	12882000	0
DE0002635273	EUR	41	30	6819	13050	1989020.2375714914	2058200.0	2035000	0
LU0252634307	EUR	33	30	90931	82283	12830388.14045815	12882243.86568307	13190000	0
DE0005933923	EUR	15	0	480	0	27925000.0	0	27930000	0
DE0005785802	EUR	0	34	0	340	0	6950000.0	0	0
DE0005785604	EUR	68	34	4862	3468	3398601.398601399	5000000.0	3450000	0
GB00B2QPKJ12	GBX	899	861	373812	331426	62239253.9565343	63457132.6329256	63520000	0
GB00BGDT3G23	GBX	1597	1555	546894	540569	63080257.30763183	63574113.75791065	64040000	0
CH0364749348	CHF	283	203	19933	13619	16217291.677118346	16810257.361039724	16310000	0
IL0011284465	GBX	197	219	43035	41188	144677517.1372139	146742037.72943577	146500000	0
CH0435377954	CHF	168	326	42421	253321	1941495.3207137974	1952240.824882264	1983000	0
CH0030170408	CHF	1153	1103	9193	9562	60358107.25552051	63311123.1959841	61440000	0
US3682872078	EUR	0	34	0	11900	0	889000.0	0	0
GB00BF8Q6K64	GBX	1387	1617	1381003	1572539	23940408.33365315	24173888.78749589	24410000	0
LU0380865021	EUR	18	18	12600	12600	6366944.444444444	6399388.888888889	6441000	0
CH0010645932	CHF	1476	1464	2393	2279	367159381.5294609	394546862.659061	380100000	0
GB00B29H4253	GBX	182	197	125381	130467	36007901.91496319	36517315.10650203	36550000	0
GB0009252882	GBX	3200	3282	921554	825440	158867024.8732033	165514497.4801318	164560000	0
JE00B4T3BW64	GBX	3024	3836	2524830	7221284	39433592.251755565	41541302.581369184	40320000	0
US87238U2033	USD	201	107	12466	9968	6668238.248034654	6901886.637239166	7028000	0
IE00BZ12WP82	EUR	34	34	1428	544	18000000.0	29500000.0	18000000	0
GG00B1W3VF54	GBX	386	424	910712	964459	12988066.172401374	13163797.610888591	13340000	0
US7960502018	USD	164	147	1667	965	139150689.8620276	141608497.40932643	140600000	0
GB0002395811	GBX	167	219	23057	36957	209446350.34913474	213633060.0427524	214500000	0
GB00BYWVDP49	GBX	182	284	180193	263845	22435190.04622821	23415727.03670716	22800000	0
IE00BMW3QX54	EUR	67	51	126213	108692	2119155.4237677576	2127731.7833879218	2138500	0
GG00BYV2ZQ34	GBX	121	158	279533	297228	8913218.045812123	9044496.009797193	9000000	0
JE00B248KJ21	GBX	126	241	75299	365747	37817211.383949324	38955348.36922791	38200000	0
US73181M1172	USD	198	261	18238	19414	7938882.004605768	8074760.224580199	8085000	0
GB00BYRJ5J14	GBX	267	373	830834	980191	13909175.105977848	14037934.422984907	14150000	0
GB00BDFBVT43	GBX	325	221	103498	68529	81288109.91516744	83207427.51244	83100000	0
GB00B1VZ0M25	GBX	1373	1511	258099	277491	130693121.05044964	131674508.90299144	133750000	0
FR0007054358	EUR	18	18	19800	19800	4083694.4444444445	4090666.6666666665	4131000	0
US5591892048	USD	283	192	65874	56885	1024529.9207578104	1056511.8396765403	1056000	0
GB0008085614	GBX	179	192	18650	15552	218338766.75603217	221834201.3888889	220500000	0
DE0006047004	EUR	0	68	0	3264	0	8838666.666666666	0	0
USY5217N1183	USD	118	184	24527	37975	2558178.7417947566	2610898.3541803816	2590000	0
GB00B17MMZ46	GBX	109	93	422271	272176	9578578.306348292	9780628.343424844	9670000	0
DE0006048432	EUR	0	34	0	204	0	8500000.0	0	0
IE00B1FZS350	GBX	3	23	1071	7860	210466666.66666666	212145038.16793892	211200000	0
IE00B441G979	EUR	9	6	1116	744	7353333.333333333	7496500.0	7378000	0
IE00B3ZW0K18	EUR	20	21	1880	1974	9749050.0	9925857.142857144	9844000	0
IE0031442068	GBX	19	11	11973	6948	329595414.6830368	329473589.52216464	332050000	0
GB00B0LCW083	GBX	1334	1357	160283	162321	201332413.91788274	203309487.98984727	203600000	0
IE00B1XNH568	EUR	4	0	2252	0	1610300.0	0	1610400	0
IE00B42Z5J44	EUR	30	18	4740	2844	5778966.666666667	5803444.444444444	5823000	0
CH0012214059	CHF	2023	1995	170223	195163	4903142.272195884	5187746.632302229	5046000	0
IE00B0M63177	GBX	9	13	5358	7722	349099468.0851064	349890073.8150738	349650000	0
GB00B1V9NW54	GBX	151	190	24376	25177	104020077.12504102	106202033.60209715	105200000	0
DE000A161408	EUR	34	0	408	0	4750000.0	0	4750000	0
GB0005405286	GBX	2522	2549	2945706	2380477	53358925.75158553	55022152.72821371	54610000	0
US37949E2046	USD	212	217	78631	100931	687218.158232758	699014.6932062499	700000	0
BMG4209G2077	GBX	260	96	350939	127277	22969565.793485478	23349081.923678275	23900000	0
FI0009000459	EUR	33	0	1122	0	2950000.0	0	2950000	0
GB00BYYW3C20	GBX	169	203	160257	191859	26208215.865765613	26598247.150250964	26500000	0
IE0008471009	EUR	18	18	19800	19800	4178277.777777778	4189972.222222222	4225000	0
GB00BLWDVR75	GBX	292	250	845035	734497	9046611.513132593	9187713.877660494	9240000	0
IE0032077012	EUR	68	73	27200	29200	31179852.94117647	31271780.82191781	31570000	0
GB00BGLP8L22	GBX	711	882	123158	152400	162425433.99535555	163920315.6167979	166200000	0
FR0010468983	EUR	18	18	23400	23400	3670583.3333333335	3683861.111111111	3760500	0
FR0000053381	EUR	0	34	0	8432	0	1238000.0	0	0
GB0004544929	GBX	2008	1639	370759	371036	172659585.33710578	177230025.65788764	175750000	0
IE00B5BMR087	GBX	21	11	1273	626	3378205420.2670856	3382289936.1022363	3400500000	0
IE00B53SZB19	EUR	75	78	15000	15600	72051866.66666667	72151666.66666667	72920000	0
GB00BD8HBD32	GBX	226	214	914221	848222	9486897.52259027	9595548.618168358	9630000	0
ES0148396007	EUR	41	12	1139	60	2401549.6049165935	3240000.0	2513000	0
DE0006231004	EUR	15	30	465	300	2950000.0	4197200.0	2950000	0
GB0005774855	GBX	246	296	102394	116543	63732065.35539192	64792223.47116515	64400000	0
GB00BD8DR117	GBX	144	159	175672	93183	34793827.9862471	35191114.259038664	35050000	0
